mean_SAR,median_SAR,quantile_0.025_SAR,quantile_0.1_SAR,quantile_0.25_SAR,quantile_0.75_SAR,quantile_0.9_SAR,quantile_0.975_SAR
0.0875,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.75
